Date,Hour,Offense Type,Beat,Premise,Suffix,# offenses,Address
1/1/15,10,Aggravated Assault,10H60,Apartment,-,1,4049 GRIGGS -
1/1/15,19,Burglary,10H60,Apartment,-,1,2449 SOUTHMORE BLVD
1/4/15,8,Theft,10H60,Apartment Parking Lot,-,1,5149 SAMPSON -
1/4/15,13,Theft,10H60,Residence or House,-,1,5549 ARDMORE ST
1/4/15,12,Burglary,10H60,Apartment,-,1,3849 CANFIELD ST
1/4/15,15,Theft,10H60,Driveway,-,1,4449 ROCKWOOD DR
1/5/15,2,Theft,10H60,Residence or House,-,1,3449 ARBOR ST
1/3/15,15,Burglary,10H60,Residence or House,-,1,3449 OAKDALE -
1/3/15,11,Aggravated Assault,10H60,Apartment,-,1,5149 SAUER -
1/3/15,21,Theft,10H60,"Road, Street, or Sidewalk",-,1,3649 SOUTHMORE BLVD
1/3/15,17,Theft,10H60,"Multi-Plex Home (Duplex,Triplex Etc.)",-,1,2649 ARBOR ST
1/3/15,18,Theft,10H60,Apartment Parking Lot,-,1,5549 SAMPSON -
1/17/15,7,Burglary,10H60,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,3249 ROSEDALE -
1/16/15,9,Theft,10H60,Driveway,-,1,2949 RUTH -
1/16/15,7,Theft,10H60,Apartment Parking Lot,-,1,3049 OAKDALE -
1/15/15,12,Burglary,10H60,Residence or House,-,1,2549 WHEELER -
1/18/15,12,Aggravated Assault,10H60,Residence or House,N,1,3549 MACGREGOR WAY
1/18/15,21,Theft,10H60,Strip Business Center Parking Lot,-,1,5949 SCOTT ST
1/19/15,9,Burglary,10H60,Apartment,-,1,4049 GRIGGS -
1/17/15,14,Auto Theft,10H60,Bar or Night Club,-,1,2449 SOUTHMORE BLVD
1/18/15,11,Aggravated Assault,10H60,Residence or House,-,1,3249 PROSPECT -
1/17/15,20,Burglary,10H60,Apartment,N,1,3549 MACGREGOR WAY
1/15/15,3,Burglary,10H60,Residence or House,-,1,4449 ROSENEATH DR
1/14/15,23,Burglary,10H60,"Road, Street, or Sidewalk",-,1,4349 FERNWOOD CT
1/13/15,17,Robbery,10H60,"Road, Street, or Sidewalk",-,1,5149 CALHOUN RD
1/14/15,9,Burglary,10H60,,-,1,4449 ROSENEATH DR
1/14/15,10,Theft,10H60,Bar or Night Club Parking Lot,-,1,3349 DIXIE DR
1/12/15,16,Theft,10H60,Residence or House,-,1,3349 PARKWOOD DR
1/12/15,1,Aggravated Assault,10H60,Bar or Night Club,-,3,3349 RALEIGH -
1/12/15,8,Theft,10H60,Driveway,N,1,3249 MACGREGOR WAY
1/12/15,12,Theft,10H60,Apartment,S,1,4449 MACGREGOR WAY
1/20/15,6,Theft,10H60,"Road, Street, or Sidewalk",-,1,2549 ARBOR ST
1/20/15,6,Theft,10H60,"Road, Street, or Sidewalk",-,1,2549 PROSPECT -
1/20/15,9,Burglary,10H60,Residence or House,-,1,2249 WENTWORTH -
1/21/15,9,Theft,10H60,"Road, Street, or Sidewalk",-,1,2549 PROSPECT -
1/21/15,10,Theft,10H60,University or College,-,1,5049 CALHOUN RD
1/21/15,5,Theft,10H60,"Road, Street, or Sidewalk",-,1,2549 WENTWORTH -
1/20/15,15,Aggravated Assault,10H60,"Road, Street, or Sidewalk",-,1,3549 ROSEWOOD -
1/21/15,14,Aggravated Assault,10H60,Apartment,-,1,3249 TAMPA -
1/21/15,12,Burglary,10H60,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,3149 OAKDALE -
1/21/15,14,Theft,10H60,"Road, Street, or Sidewalk",-,1,4349 DELANO -
1/22/15,22,Theft,10H70,Service or Gas Station,-,1,2449 OLD SPANISH TRL
1/23/15,13,Theft,10H70,"Road, Street, or Sidewalk",-,1,5049 ALMEDA RD
1/22/15,9,Theft,10H70,Hospital,-,1,6549 FANNIN -
1/22/15,11,Theft,10H70,Hotel or Motel Parking Lot,-,1,3149 OLD SPANISH TRL
1/22/15,16,Theft,10H70,Office Building,-,1,6649 FANNIN ST
1/24/15,1,Robbery,10H70,"Road, Street, or Sidewalk",-,1,6549 FANNIN ST
1/24/15,9,Theft,10H70,Hotel or Motel Parking Lot,-,1,3149 OLD SPANISH TRL
1/24/15,17,Theft,10H70,Apartment,-,1,4349 CHARTRES -
1/24/15,17,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",-,1,6149 HERMANN PARK DR
1/24/15,19,Theft,10H70,Convenience Store Parking Lot,-,1,5649 ALMEDA RD
1/24/15,10,Theft,10H70,Other Parking Lot,-,1,6549 ALMEDA RD
1/29/15,0,Theft,10H70,Hospital Parking Lot,-,1,1549 TAUB LOOP -
1/29/15,8,Theft,10H70,Service or Gas Station,-,1,5249 ALMEDA RD
1/29/15,11,Burglary,10H70,Residence or House,-,1,1849 WICHITA ST
1/29/15,10,Auto Theft,10H70,Residence or House,-,1,5449 ALMEDA RD
1/29/15,14,Theft,10H70,Hospital,-,1,6749 BERTNER AVE
1/29/15,16,Theft,10H70,Hospital Parking Lot,-,1,6549 FANNIN ST
1/27/15,23,Theft,10H70,Restaurant or Cafeteria Parking Lot,-,1,4449 ALMEDA RD
1/28/15,18,Theft,10H70,Convenience Store,-,1,3249 HOLCOMBE BLVD
1/27/15,19,Burglary,10H70,Apartment,-,1,7349 ARDMORE ST
1/27/15,18,Aggravated Assault,10H70,Service or Gas Station,-,1,6049 ALMEDA RD
1/27/15,18,Burglary,10H70,Apartment,-,1,7349 ARDMORE ST
1/27/15,14,Theft,10H70,Hospital,-,1,1949 HOLCOMBE BLVD
1/27/15,9,Theft,10H70,Residence or House,-,1,4049 CHARTRES -
1/26/15,21,Theft,10H70,,-,1,2349 CAMDEN -
1/26/15,23,Robbery,10H70,Service or Gas Station,-,1,3249 OLD SPANISH TRL
1/26/15,9,Theft,10H70,Apartment,-,1,4049 CHARTRES -
1/26/15,16,Theft,10H70,Hospital,-,1,2849 MACGREGOR WAY
1/30/15,20,Theft,10H70,Drug Store or Medical Supply,-,1,2249 HOLCOMBE BLVD
1/30/15,20,Theft,10H70,Service or Gas Station,-,1,2449 OLD SPANISH TRL
1/30/15,21,Theft,10H70,Driveway,-,1,1949 CANTERBURY -
1/30/15,10,Theft,10H70,Hospital,-,1,6749 FANNIN ST
1/31/15,17,Theft,10H70,Bar or Night Club,-,1,3249 OLD SPANISH TRL
12/31/14,3,Auto Theft,10H70,Bar or Night Club Parking Lot,-,1,6749 SOUTH FWY
12/31/14,1,Auto Theft,10H70,Apartment,-,1,5849 ALMEDA RD
12/31/14,11,Theft,10H70,"Road, Street, or Sidewalk",-,1,4449 CRAWFORD ST
12/31/14,14,Theft,10H70,Other Parking Lot,-,1,1549 BINZ ST
12/6/14,17,Theft,10H70,,-,1,6249 HERMANN PARK -
12/21/14,15,Burglary,10H70,Apartment,-,1,6349 ALMEDA RD
12/22/14,11,Theft,10H70,Hospital,-,1,6549 FANNIN ST
12/23/14,10,Theft,10H70,Apartment Parking Lot,-,1,6349 ALMEDA RD
1/3/15,18,Aggravated Assault,10H70,Service or Gas Station,-,1,1349 HERMANN DR
1/1/15,19,Aggravated Assault,10H70,Bar or Night Club,-,1,1549 TAUB LOOP -
1/1/15,1,Burglary,10H70,Residence or House,-,1,6349 GRAND BLVD
1/2/15,10,Theft,10H70,"Road, Street, or Sidewalk",-,1,5449 ALMEDA RD
1/2/15,9,Theft,10H70,Hospital,-,1,2049 HERMANN DR
1/2/15,9,Theft,10H70,Hospital,-,1,6749 BERTNER AVE
1/2/15,23,Burglary,10H70,Residence or House,-,1,1549 OAKDALE -
1/6/15,11,Theft,10H70,Commercial Building,-,1,1249 HERMANN DR
1/6/15,13,Theft,10H70,Hospital,-,1,6649 FANNIN -
1/7/15,9,Burglary,10H70,Rental Storage Facility,-,1,7049 ALMEDA RD
1/7/15,1,Theft,10H70,"Road, Street, or Sidewalk",-,1,1849 SOUTHMORE BLVD
1/7/15,2,Theft,10H70,"Road, Street, or Sidewalk",-,1,5049 ALMEDA RD
1/5/15,14,Theft,10H70,Hospital Parking Lot,-,1,6649 FANNIN -
1/5/15,15,Auto Theft,10H70,"Road, Street, or Sidewalk",-,1,6449 FANNIN -
1/5/15,8,Aggravated Assault,10H70,Convenience Store Parking Lot,-,1,5249 ALMEDA RD
1/6/15,0,Theft,10H70,Grocery Store or Supermarket,-,1,1949 OLD SPANISH TRL
1/8/15,11,Theft,10H70,Hospital Parking Lot,-,1,6649 FANNIN -
1/8/15,14,Theft,10H70,Grocery Store or Supermarket Parking Lot,-,1,2249 SOUTHMORE BLVD
1/8/15,13,Burglary,10H70,Rental Storage Facility,-,1,7049 ALMEDA RD
1/8/15,19,Burglary,10H70,Residence or House,-,1,2049 ARBOR ST
1/8/15,4,Theft,10H70,Hospital,-,1,6449 FANNIN -
1/7/15,13,Burglary,10H70,Construction Site,-,1,1549 PALM -
1/10/15,14,Theft,10H70,Service or Gas Station,-,1,5249 ALMEDA RD
1/11/15,4,Theft,10H70,Hospital Parking Lot,-,1,5449 LA BRANCH -
1/10/15,8,Theft,10H70,Hospital,-,1,6649 FANNIN -
1/10/15,5,Theft,10H70,Hospital Parking Lot,-,1,6449 FANNIN -
1/9/15,12,Theft,10H70,Hospital Parking Lot,-,1,6549 FANNIN -
1/9/15,10,Theft,10H70,Other Parking Lot,-,1,3149 HOLCOMBE BLVD
1/9/15,15,Rape,10H70,Pool Hall or Game Room,-,1,1549 TAUB LOOP -
1/9/15,15,Theft,10H70,Hospital,-,1,6449 FANNIN ST
1/21/15,12,Theft,10H70,Service or Gas Station,-,1,6049 ALMEDA RD
1/21/15,11,Theft,10H70,Other Parking Lot,-,1,6049 FANNIN ST
1/21/15,15,Burglary,10H70,Residence or House,-,1,1749 OAKDALE -
1/21/15,15,Theft,10H70,Convenience Store,-,1,3249 HOLCOMBE BLVD
1/21/15,16,Burglary,10H70,Residence or House,-,1,2449 CHARLESTON -
1/20/15,13,Theft,10H70,Hospital,-,1,1349 MOURSUND -
1/20/15,11,Burglary,10H70,Residence or House,-,1,2449 CHARLESTON -
1/20/15,17,Burglary,10H70,Residence or House,-,1,4749 CAROLINE ST
1/21/15,6,Theft,10H70,Hospital,-,1,6449 FANNIN -
1/21/15,0,Theft,10H70,"Road, Street, or Sidewalk",-,1,1949 SOUTHMORE BLVD
1/20/15,9,Theft,10H70,"Road, Street, or Sidewalk",-,1,5149 ALMEDA RD
1/20/15,9,Theft,10H70,Service or Gas Station,-,1,6049 ALMEDA RD
1/20/15,4,Rape,10H70,Apartment,-,1,6749 BERTNER AVE
1/12/15,12,Theft,10H70,Commercial Building,-,1,1249 BINZ ST
1/12/15,15,Burglary,10H70,Residence or House,-,1,1749 RUTH -
1/12/15,8,Aggravated Assault,10H70,Convenience Store Parking Lot,-,1,5149 ALMEDA RD
1/12/15,8,Burglary,10H70,"Laundry, Dry Cleaners, Washaterias",-,1,4849 SAN JACINTO -
1/11/15,21,Theft,10H70,Hospital,-,1,6449 FANNIN -
1/13/15,7,Theft,10H70,Apartment Parking Lot,-,1,1649 HERMANN DR
1/13/15,13,Theft,10H70,Hospital Parking Lot,-,1,1549 TAUB LOOP -
1/13/15,14,Theft,10H70,,-,1,6549 FANNIN ST
1/14/15,12,Burglary,10H70,Residence or House,-,1,1549 RUTH -
1/14/15,12,Burglary,10H70,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,1849 WICHITA ST
1/14/15,14,Theft,10H70,"Road, Street, or Sidewalk",-,1,1949 EWING ST
1/14/15,9,Auto Theft,10H70,"Road, Street, or Sidewalk",-,1,4749 SOUTH FWY
1/13/15,16,Burglary,10H70,Apartment,-,1,7249 ALMEDA RD
1/13/15,20,Theft,10H70,Hospital,-,1,6549 FANNIN ST
1/14/15,19,Theft,10H70,"Road, Street, or Sidewalk",S,1,1149 BRAESWOOD BLVD
1/14/15,17,Burglary,10H70,"Road, Street, or Sidewalk",-,1,5149 LA BRANCH -
1/14/15,17,Theft,10H70,Hospital,-,1,6449 FANNIN ST
1/14/15,15,Theft,10H70,Hospital,-,1,6649 FANNIN ST
1/14/15,15,Theft,10H70,Airport Terminal,-,1,7049 ALMEDA RD
1/18/15,11,Theft,10H70,Commercial Parking Lot or Garage,-,1,6549 ALMEDA RD
1/17/15,13,Theft,10H70,Other Parking Lot,-,1,1649 HERMANN DR
1/19/15,10,Theft,10H70,Residence or House,-,1,1549 PALM -
1/18/15,22,Theft,10H70,Hospital Parking Lot,-,1,1549 TAUB LOOP -
1/19/15,5,Theft,10H70,"Hotel, Motel, Inn, Etc.",S,1,1349 BRAESWOOD BLVD
1/18/15,15,Theft,10H70,Apartment Parking Lot,-,1,2349 OLD SPANISH TRL
1/15/15,14,Auto Theft,10H70,"Libraries, Museums",-,1,1549 HERMANN DR
1/15/15,15,Burglary,10H70,Residence or House,-,1,4349 CRAWFORD ST
1/15/15,18,Theft,10H70,Department or Discount Store,-,1,5149 ALMEDA RD
1/15/15,20,Burglary,10H70,Residence or House,-,1,1549 WHEELER -
1/16/15,8,Burglary,10H70,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,5149 JACKSON ST
1/16/15,10,Aggravated Assault,10H70,Barber And Beauty Shops,-,1,2049 HOLCOMBE BLVD
1/17/15,6,Theft,10H70,Hospital,-,1,6549 FANNIN ST
1/17/15,9,Theft,10H70,Commercial Parking Lot or Garage,-,1,149 CONCERT DR
1/16/15,23,Theft,10H70,Hospital,-,1,6749 BERTNER AVE
1/16/15,17,Theft,10H70,"Road, Street, or Sidewalk",-,1,1949 ARBOR ST
1/16/15,18,Theft,10H70,Residence or House,N,1,5549 MONTENERO WAY
12/30/14,15,Theft,10H80,"Electronics Store, Electrical Supplies",-,1,6049 KIRBY DR
1/31/15,11,Theft,10H80,Drug Store or Medical Supply,W,1,2249 HOLCOMBE BLVD
12/2/07,15,Theft,10H80,"Parks and Recreation, Zoo, Swimming Pool",-,1,1049 BISSONNET ST
12/1/14,12,Theft,10H80,Garage or Carport,-,1,4949 MONTROSE BLVD
1/30/15,13,Burglary,10H80,Residence or House,-,1,1549 MILFORD ST
1/30/15,12,Theft,10H80,"Road, Street, or Sidewalk",-,1,2349 QUENBY -
1/30/15,21,Theft,10H80,Restaurant or Cafeteria Parking Lot,-,1,5549 KELVIN DR
1/30/15,21,Theft,10H80,Commercial Building,-,1,6349 KIRBY DR
1/26/15,16,Theft,10H80,Department or Discount Store,-,1,2549 UNIVERSITY BLVD
1/26/15,9,Theft,10H80,Apartment Parking Lot,-,1,849 CHELSEA BLVD
1/27/15,5,Theft,10H80,"Road, Street, or Sidewalk",-,1,1849 ALBANS RD
1/27/15,14,Theft,10H80,,-,1,5549 MAIN ST
1/28/15,16,Theft,10H80,Specialty Store (Non-Specific),-,1,2449 UNIVERSITY BLVD
1/29/15,16,Theft,10H80,Commercial Parking Lot or Garage,-,1,6849 MAIN ST
1/29/15,9,Theft,10H80,Restaurant or Cafeteria Parking Lot,-,1,2449 BISSONNET ST
1/24/15,7,Burglary,10H80,,-,1,2549 TIMES BLVD
1/25/15,14,Theft,10H80,Restaurant or Cafeteria Parking Lot,-,1,2549 SOUTHWEST FWY
1/22/15,16,Burglary,10H80,Residence or House,-,1,1849 ALBANS RD
1/22/15,19,Burglary,10H80,Residence or House,-,1,6849 BELLGREEN -
1/22/15,10,Theft,10H80,Bar or Night Club,-,1,5649 MORNINGSIDE DR
1/22/15,10,Theft,10H80,Commercial Parking Lot or Garage,-,1,7449 MAIN ST
1/22/15,6,Burglary,10H80,Restaurant or Cafeteria,-,1,2449 RICE BLVD
1/22/15,22,Theft,10H80,,W,1,2149 HOLCOMBE BLVD
1/22/15,21,Theft,10H80,"Physician, Doctor, Dentist's Office",-,1,2549 HOLCOMBE BLVD
1/22/15,23,Theft,10H80,Restaurant or Cafeteria,-,1,2549 RICE BLVD
1/9/15,15,Theft,10H80,"Church, Synagogue, or Temple Parking Lot",-,1,2349 RICE BLVD
1/9/15,14,Theft,10H80,"Road, Street, or Sidewalk",-,1,2349 RICE BLVD
1/9/15,12,Theft,10H80,"Road, Street, or Sidewalk",-,1,6449 MAIN ST
1/9/15,9,Theft,10H80,Residence or House,-,1,2449 SWIFT BLVD
1/9/15,9,Theft,10H80,Restaurant or Cafeteria Parking Lot,-,1,4649 MONTROSE BLVD
1/11/15,8,Theft,10H80,Residence or House,-,1,2349 RICE BLVD
1/10/15,18,Burglary,10H80,Garage or Carport,-,1,2449 WATTS -
1/10/15,13,Burglary,10H80,Residence or House,-,1,2049 SHERIDAN ST
1/10/15,13,Burglary,10H80,Specialty Store (Non-Specific),-,1,2049 SOUTHWEST FWY
1/10/15,13,Theft,10H80,Miscellaneous Business (Non-Specific),-,1,2449 UNIVERSITY BLVD
1/10/15,16,Theft,10H80,Convenience Store Parking Lot,-,1,6049 KIRBY DR
1/11/15,9,Burglary,10H80,Video Rental & Sales,-,1,2049 SOUTHWEST FWY
1/11/15,13,Theft,10H80,Miscellaneous Business (Non-Specific),-,1,2449 TIMES BLVD
1/11/15,13,Theft,10H80,,-,1,4149 GREENBRIAR DR
1/7/15,23,Theft,10H80,Commercial Parking Lot or Garage,-,1,6749 MAIN ST
1/8/15,23,Theft,10H80,Restaurant or Cafeteria Parking Lot,-,1,2549 RICE BLVD
1/9/15,2,Theft,10H80,Apartment Parking Lot,-,1,4149 GREENBRIAR DR
1/8/15,8,Theft,10H80,"Gym, Recreat, Club House, Indoor Pool, Spa",-,1,2649 DUNSTAN RD
1/5/15,9,Auto Theft,10H80,Other Parking Lot,-,1,2449 DORRINGTON ST
1/5/15,11,Theft,10H80,Office Building,-,1,2149 SOUTH -
1/7/15,2,Theft,10H80,Hotel or Motel Parking Lot,-,1,6649 MAIN ST
1/6/15,14,Theft,10H80,"Road, Street, or Sidewalk",-,1,2349 ALBANS RD
1/6/15,10,Theft,10H80,Hospital,-,1,6649 MAIN ST
1/2/15,8,Theft,10H80,Commercial Parking Lot or Garage,-,1,2449 BISSONNET ST
1/2/15,2,Burglary,10H80,Apartment Rental Office,-,1,4149 GREENBRIAR DR
1/3/15,19,Theft,10H80,Service or Gas Station,-,1,2549 SOUTHWEST FWY
1/3/15,12,Theft,10H80,"Gym, Recreat, Club House, Indoor Pool, Spa",-,1,2549 DUNSTAN RD
1/3/15,11,Theft,10H80,,-,1,1349 VASSAR -
1/5/15,4,Theft,10H80,Other Parking Lot,-,1,2449 UNIVERSATY BLVD
1/4/15,16,Theft,10H80,Apartment Parking Lot,-,1,2449 DUNSTAN RD
1/4/15,18,Theft,10H80,Bar or Night Club,-,1,5549 MORNINGSIDE DR
1/4/15,12,Burglary,10H80,Apartment Rental Office,-,1,2449 DUNSTAN RD
1/4/15,12,Theft,10H80,Apartment Parking Lot,-,1,2249 MARONEAL -
1/4/15,15,Burglary,10H80,Residence or House,-,1,2049 SHERIDAN ST
1/16/15,10,Burglary,10H80,Commercial Parking Lot or Garage,W,1,2149 HOLCOMBE BLVD
1/16/15,1,Burglary,10H80,Residence or House,-,1,7049 GREENBRIAR DR
1/15/15,13,Theft,10H80,"Pawn, Resale Shop, or Flea Market",-,1,2449 BISSONNET ST
1/15/15,12,Theft,10H80,Driveway,-,1,1349 VASSAR -
1/19/15,7,Theft,10H80,Miscellaneous Business (Non-Specific),-,1,2449 BARTLETT ST
1/18/15,23,Theft,10H80,Commercial Parking Lot or Garage,-,1,2349 BISSONNET ST
1/17/15,17,Theft,10H80,"Road, Street, or Sidewalk",-,1,5349 MONTROSE BLVD
1/17/15,23,Burglary,10H80,Apartment Rental Office,-,2,4149 GREENBRIAR DR
1/14/15,20,Theft,10H80,Driveway,-,1,2549 SUNSET BLVD
1/15/15,1,Theft,10H80,"Gym, Recreat, Club House, Indoor Pool, Spa",-,1,2449 DUNSTAN RD
1/14/15,8,Theft,10H80,Commercial Building,-,1,4149 GREENBRIAR DR
1/14/15,10,Theft,10H80,Apartment,-,1,5149 TRAVIS -
1/13/15,9,Theft,10H80,,-,1,2449 UNIVERSITY BLVD
1/12/15,19,Theft,10H80,Restaurant or Cafeteria Parking Lot,-,1,2549 SOUTHWEST FWY
1/12/15,22,Theft,10H80,Restaurant or Cafeteria,-,1,1849 BISSONNET ST
1/12/15,22,Theft,10H80,Restaurant or Cafeteria Parking Lot,-,1,2449 BISSONNET ST
1/12/15,13,Burglary,10H80,Residence or House,-,1,2249 WROXTON RD
1/12/15,9,Theft,10H80,Other Parking Lot,-,1,2349 RICE BLVD
1/19/15,21,Theft,10H80,Commercial Parking Lot or Garage,-,1,2449 SOUTH BLVD
1/20/15,19,Theft,10H80,Hospital,-,1,6649 MAIN ST
1/20/15,13,Burglary,10H80,"Physician, Doctor, Dentist's Office",-,1,2249 DORRINGTON ST
1/20/15,14,Theft,10H80,"Gym, Recreat, Club House, Indoor Pool, Spa",-,1,2549 DUNSTAN RD
1/21/15,16,Theft,10H80,Garage or Carport,-,1,2249 MARONEAL -
1/22/15,23,Theft,11H10,Apartment Parking Lot,N,1,449 78TH ST
1/23/15,8,Theft,11H10,Residence or House,-,1,6949 JW PEAVY -
1/23/15,6,Auto Theft,11H10,Apartment Parking Lot,-,1,949 REDWOOD ST
1/23/15,14,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/23/15,13,Auto Theft,11H10,Other Parking Lot,S,1,2349 WAYSIDE -
1/23/15,17,Auto Theft,11H10,High School,-,1,6149 GULF FWY
1/22/15,7,Auto Theft,11H10,"Road, Street, or Sidewalk",-,1,7649 AVENUE -
1/22/15,5,Theft,11H10,"Road, Street, or Sidewalk",-,1,2449 TELEPHONE -
1/22/15,10,Theft,11H10,"Road, Street, or Sidewalk",-,1,7449 CANAL ST
1/22/15,3,Theft,11H10,Apartment Parking Lot,-,1,849 FAIR OAKS DR
1/25/15,16,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/25/15,12,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/25/15,12,Theft,11H10,Residence or House,-,1,7249 SANTIAGO -
1/25/15,11,Auto Theft,11H10,Residence or House,-,1,5449 LAWNDALE -
1/25/15,9,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/24/15,20,Aggravated Assault,11H10,Residence or House,-,1,649 HUGHES -
1/23/15,19,Theft,11H10,Other Parking Lot,S,1,649 WAYSIDE -
1/24/15,11,Theft,11H10,Grocery Store or Supermarket,-,1,2349 S.WAYSIDE -
1/24/15,12,Theft,11H10,Grocery Store or Supermarket Parking Lot,S,1,2349 WAYSIDE -
1/24/15,14,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/24/15,19,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/24/15,17,Auto Theft,11H10,Apartment Parking Lot,-,1,6149 GULF FWY
1/24/15,17,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/24/15,18,Theft,11H10,Apartment Parking Lot,-,1,1549 LAWNDALE PLAZA -
1/24/15,16,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/29/15,10,Burglary,11H10,Residence or House,-,1,149 WOODVALE -
1/29/15,12,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/29/15,12,Theft,11H10,Apartment Parking Lot,-,1,6149 GULF FWY
1/29/15,16,Theft,11H10,"Road, Street, or Sidewalk",-,1,149 KEMTON -
1/29/15,16,Theft,11H10,Apartment Parking Lot,-,1,7149 MANCHESTER ST
1/29/15,19,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/29/15,19,Burglary,11H10,Residence or House,-,1,7849 FORD ST
1/28/15,13,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/28/15,19,Theft,11H10,Clothing Store,S,1,2349 WAYSIDE -
1/28/15,8,Theft,11H10,Residence or House,N,1,949 77TH ST
1/27/15,12,Theft,11H10,Convenience Store,-,1,7449 CANAL ST
1/27/15,16,Robbery,11H10,Grocery Store or Supermarket Parking Lot,S,1,2349 WAYSIDE -
1/27/15,19,Burglary,11H10,Residence or House,-,1,7349 AVENUE L -
1/26/15,15,Theft,11H10,Service or Gas Station,-,1,2049 WAYSIDE -
1/26/15,17,Theft,11H10,Residence or House,-,1,6649 AVENUE F -
1/26/15,18,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/26/15,14,Burglary,11H10,Residence or House,-,1,449 BALDINGER ST
1/26/15,14,Theft,11H10,"Road, Street, or Sidewalk",-,1,7549 AVENUE H -
1/30/15,20,Theft,11H10,Strip Business Center Parking Lot,-,1,5849 GULF FWY
1/30/15,20,Theft,11H10,Residence or House,-,1,949 REDWOOD ST
1/30/15,13,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/30/15,8,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/31/15,12,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/31/15,14,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/31/15,15,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/31/15,17,Theft,11H10,Grocery Store or Supermarket,S,2,2349 WAYSIDE -
12/31/14,11,Burglary,11H10,"Other, Unknown, or Not Listed",-,1,6649 CANAL ST
12/8/14,16,Theft,11H10,Department or Discount Store,-,1,7049 LAWNDALE -
1/4/15,12,Theft,11H10,Apartment,-,1,5549 CRAIG ST
1/4/15,12,Robbery,11H10,Hotel or Motel Parking Lot,-,1,2049 S. WAYSIDE -
1/4/15,12,Auto Theft,11H10,Laundry or Dry Cleaners Parking Lot,-,1,7149 LAWNDALE -
1/4/15,12,Aggravated Assault,11H10,"Road, Street, or Sidewalk",-,1,1949 DISMUKE -
1/4/15,18,Auto Theft,11H10,"Road, Street, or Sidewalk",-,1,7349 AVENUE -
1/4/15,19,Theft,11H10,Convenience Store,S,1,2349 WAYSIDE -
1/4/15,19,Theft,11H10,Driveway,-,1,7849 CAPITOL ST
1/4/15,16,Theft,11H10,Vacant Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/4/15,17,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/3/15,11,Theft,11H10,Grocery Store or Supermarket,-,1,2349 S.WAYSIDE -
1/3/15,20,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/3/15,17,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/3/15,17,Theft,11H10,Specialty Store (Non-Specific),S,1,849 WAYSIDE -
1/3/15,16,Theft,11H10,Vehicle/Auto Sales/Lease/Auto Parts Store,-,1,2049 DISMUKE -
1/1/15,21,Theft,11H10,Convenience Store,S,1,2349 WAYSIDE -
1/1/15,23,Theft,11H10,Convenience Store,S,1,2349 WAYSIDE -
1/1/15,15,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/1/15,14,Auto Theft,11H10,Apartment Parking Lot,-,1,949 REDWOOD ST
1/1/15,11,Theft,11H10,Miscellaneous Business (Non-Specific),-,1,2349 WAYSIDE -
1/2/15,7,Theft,11H10,Other Parking Lot,-,1,7049 HARRISBURG -
1/2/15,13,Theft,11H10,Residence or House,-,1,7549 ELM ST
1/2/15,23,Theft,11H10,Restaurant or Cafeteria Parking Lot,-,1,6949 HARRISBURG -
1/3/15,3,Burglary,11H10,Check Cashing Places,-,1,7049 LAWNDALE -
1/2/15,21,Theft,11H10,Grocery Store or Supermarket,S,1,2349 WAYSIDE -
1/6/15,20,Theft,11H10,Department or Discount Store,S,1,2349 WAYSIDE -
1/6/15,18,Theft,11H10,Grocery Store or Supermarket,S,2,2349 WAYSIDE -
1/5/15,12,Burglary,11H10,Residence or House,N,1,1049 66TH ST
